,Date Created,Tweet ID,Tweet Content,Description,URL,Media
10,2023-04-17 07:43:35+00:00,1647868392010043392,"Sedar tak sedar, lagi 100 hari je kita nak menyambut bulan Ramadan gais! ✨

Ahhhh rindunya bazar ramadan 😍 https://t.co/BhtqynD7aH",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1647868392010043392,"[Photo(previewUrl='https://pbs.twimg.com/media/Ft5nkQuaEAEb6Fv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ft5nkQuaEAEb6Fv?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/Ft5nkQhacAA5K5S?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ft5nkQhacAA5K5S?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/Ft5nkQjacAASOzm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ft5nkQjacAASOzm?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/Ft5nkQiaYAE4ApK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ft5nkQiaYAE4ApK?format=jpg&name=orig', altText=None)]"
11,2023-04-14 14:53:34+00:00,1646889436574281728,Editkan https://t.co/AFbMde7ObV,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1646889436574281728,"[Photo(previewUrl='https://pbs.twimg.com/media/FtrtNj-akAUYw7p?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtrtNj-akAUYw7p?format=jpg&name=orig', altText=None)]"
12,2023-04-08 12:08:29+00:00,1644673566691201031,"Stok banyak habis? Mai datang ke Bulan Bintang DT. Plus size dan Teluk Belanga pun banyak lagi😎

Lokasi 📍
Giant &amp; Uptown Kota Damansara

Dapat 2 freegift tau ❗️ Paper bag dan sampul duit raya Bulan Bintang! 

Jangan lupa follow instagram bulanbintang.dt untuk daily updates! 👍🏼 https://t.co/XLi8NxSPCe",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1644673566691201031,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1644673428564357127/pu/img/7VTz1ZO27e9SeQdJ.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1644673428564357127/pu/vid/480x852/U1GMRTCo-j0RmYDf.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1644673428564357127/pu/vid/320x568/CejdRXjg85SDgLXW.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1644673428564357127/pu/vid/720x1280/qRpv7SmTS4Q0rIBQ.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1644673428564357127/pu/pl/TSqbK2HP_gPchDk6.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=95.9, views=4206, altText=None)]"
13,2023-04-06 08:24:57+00:00,1643892534815653891,tunggu berbuka jap https://t.co/ef5jo9mnaU,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643892534815653891,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1643892454297591810/pu/img/Kxf7n-cX_nRPCUlL.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1643892454297591810/pu/vid/720x1280/qzbMu3ealFjnzZ67.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643892454297591810/pu/pl/9n1MA-guhE0u_fPt.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643892454297591810/pu/vid/320x568/-NVX2syB0Sd2Hd-o.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643892454297591810/pu/vid/480x852/YvAyXhHDFIhsiW-1.mp4?tag=12', contentType='video/mp4', bitrate=950000)], duration=16.866, views=15684, altText=None)]"
14,2023-04-06 06:38:41+00:00,1643865792587661312,"open order fast payment, pape dm https://t.co/rtdliDkGge",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643865792587661312,"[Photo(previewUrl='https://pbs.twimg.com/media/FtAvOYBaIAISZYu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtAvOYBaIAISZYu?format=jpg&name=orig', altText=None)]"
15,2023-04-06 03:53:37+00:00,1643824253782089730,"Dear @astroonline , tak sampai sebulan pun langgan astro dah 3-4 kali tukar ultrabox. Purple light hang issue. Sampaikan technician pun kata tak tahu apa solution.

Takkan setiap 2-3 hari nak kena tukar box? Bayar bulanan tak dapat enjoy tengok pun, asyik kena fix benda ni je? https://t.co/RZAWhRxV7V",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643824253782089730,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1643824100354433025/pu/img/VHkUzxmlz4ANjon6.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1643824100354433025/pu/vid/320x568/_Znd2NYgjQD_yUCM.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643824100354433025/pu/vid/480x852/1vNZwQaDz0pVmSL3.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643824100354433025/pu/vid/720x1280/cIM-WNACUjkQwtcO.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643824100354433025/pu/pl/6JFS_-BmwqLB8kjj.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=139.786, views=222490, altText=None)]"
16,2023-04-05 10:08:06+00:00,1643556108064419845,Test jap wendang dagin https://t.co/Kz3sqWbSC9,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643556108064419845,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1643556005723377666/pu/img/TcEu8Ux9FqBj2pop.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1643556005723377666/pu/vid/480x852/fSl-1c-qwzv_o020.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643556005723377666/pu/pl/Vt6Jo2MEYWeoyb9S.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643556005723377666/pu/vid/320x568/TY1Ydojy6Z20XjUp.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643556005723377666/pu/vid/540x960/0lFCPqSUk0d9OqEU.mp4?tag=12', contentType='video/mp4', bitrate=2176000)], duration=15.668, views=11642, altText=None)]"
17,2023-04-05 05:09:05+00:00,1643480856282161153,Bakso 😍🍲 https://t.co/OKgetOhgRt,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643480856282161153,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1643480672848478210/pu/img/vuFjktuglX3yXbMM.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1643480672848478210/pu/vid/320x568/wgFtjLzgEnEAs-RS.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643480672848478210/pu/pl/RxsnZj1S7Wl4w9bn.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643480672848478210/pu/vid/720x1280/tCUIRLeMo82Vn9Lw.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643480672848478210/pu/vid/480x852/XY19VMSqMFLR51UL.mp4?tag=12', contentType='video/mp4', bitrate=950000)], duration=123.2, views=30411, altText=None)]"
18,2023-04-04 05:57:45+00:00,1643130716597948416,Butter Chicken w/ Garlic Naan 🥘 https://t.co/ObVLn2WoPl,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643130716597948416,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1643130531935326208/pu/img/yfSW4qToFL9yRE9B.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1643130531935326208/pu/vid/720x1280/2riV8oLsEHhwfFYi.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643130531935326208/pu/vid/320x568/ej3YNRGi9T8093AT.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643130531935326208/pu/vid/480x852/-TbqKOrKjF7ih6f-.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1643130531935326208/pu/pl/hSD82i5Qj4jCdhED.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=108.3, views=60116, altText=None)]"
19,2023-04-04 05:27:29+00:00,1643123101901934592,Eh dah azan https://t.co/UsFSRppCJi,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1643123101901934592,"[Photo(previewUrl='https://pbs.twimg.com/media/Fs2LwAUaAAA7egu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fs2LwAUaAAA7egu?format=jpg&name=orig', altText=None)]"
20,2023-03-31 07:00:51+00:00,1641697044619460611,Sayur Campur Udang 😍 https://t.co/HHQO1ohjem,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1641697044619460611,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1641696837865476097/pu/img/77IJhr23qSxGWdAg.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1641696837865476097/pu/vid/480x852/9JvyxehI8jfSGRCy.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641696837865476097/pu/vid/320x568/FTCk98Ot-BQlojKO.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641696837865476097/pu/vid/720x1280/fdlnaCR2xGA89t7T.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1641696837865476097/pu/pl/9VuZgUAeOifG7EVR.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=130.9, views=35487, altText=None)]"
21,2023-03-25 13:17:52+00:00,1639617599393910784,"Hari ini untuk berbuka puasa, isteri saya masakkan Sambal Goreng Jawa. Saya tengok je pun dah tahu sedap. Lauk ini makan hari-hari pun saya suka.

Terima kasih sayang 💕 https://t.co/6lCGzemIHy",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1639617599393910784,"[Photo(previewUrl='https://pbs.twimg.com/media/FsEXfhuacAQhEIB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsEXfhuacAQhEIB?format=jpg&name=orig', altText=None)]"
22,2023-03-24 06:50:47+00:00,1639157798100697089,"Hmm lagi berapa hari je nak raya ni, pantas betul masa berlalu https://t.co/8S0bybg8X9",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1639157798100697089,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr91U6KagAEs0Jr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr91U6KagAEs0Jr?format=jpg&name=orig', altText=None)]"
23,2023-03-23 13:48:58+00:00,1638900648417828865,"First day berbuka dengan isteri 💕

Harini ayang saya masak nasi lemak ayam untuk berbukaaa, bertuahnya saya dapat isteri pandai masak 🥰 https://t.co/nnvA15Gs8g",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1638900648417828865,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr6LcuaaYAINb5f?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr6LcuaaYAINb5f?format=jpg&name=orig', altText=None)]"
24,2023-03-23 06:25:37+00:00,1638789075716165633,Tadi dengar macam dah azan https://t.co/Uj6ZSyrR8p,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1638789075716165633,"[Photo(previewUrl='https://pbs.twimg.com/media/Fr4l-W2agAAxPM6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fr4l-W2agAAxPM6?format=jpg&name=orig', altText=None)]"
25,2023-03-15 11:42:35+00:00,1635969738915581956,Singgang Ikan 🤤 https://t.co/KIse7GfxO6,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1635969738915581956,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1635969532794912771/pu/img/vtzk7WRl6CkxTAsc.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1635969532794912771/pu/vid/320x568/vdr-tP-nrHHIfESc.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1635969532794912771/pu/vid/720x1280/gxWkg1IybYCbKfje.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1635969532794912771/pu/vid/480x852/134_wCs2LfkEOA-A.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1635969532794912771/pu/pl/PABWeW7Q8skwCj0D.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=101.966, views=50731, altText=None)]"
26,2023-03-14 14:29:18+00:00,1635649305725009921,"Happy 7th year with my forever girlfriend 💕

Tahun ini saya dapat bunga hehe sukanya 😍 https://t.co/bH4lm48bp0",Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1635649305725009921,"[Photo(previewUrl='https://pbs.twimg.com/media/FrL-PVxakAI6Oe6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrL-PVxakAI6Oe6?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FrL-PV6acAAaUSp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrL-PV6acAAaUSp?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FrL-PV6agAU86gk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrL-PV6agAU86gk?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FrL-PVxakAMw8mH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FrL-PVxakAMw8mH?format=jpg&name=orig', altText=None)]"
27,2023-03-11 15:35:09+00:00,1634578713856864256,jumpscare https://t.co/jcPv84VEnm,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1634578713856864256,"[Photo(previewUrl='https://pbs.twimg.com/media/Fq8wq_WaIAAq0eB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fq8wq_WaIAAq0eB?format=jpg&name=orig', altText=None)]"
28,2023-03-10 10:26:54+00:00,1634138753928142848,https://t.co/35w25d2rAq,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1634138753928142848,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634138720566939648/pu/img/n6GFUnpjL7WILUMe.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1634138720566939648/pu/vid/720x1280/pJDcdYBF3csAiH-o.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1634138720566939648/pu/vid/480x852/MRpzn1RwnYAXJZ87.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1634138720566939648/pu/vid/320x568/RnIm0hJFdCo6wzyb.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1634138720566939648/pu/pl/nPkRYOUwByeGRmrP.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=5.966, views=51910, altText=None)]"
29,2023-03-10 09:20:45+00:00,1634122107658592256,prime bangman is back ✨ https://t.co/AONm3WYlkp,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1634122107658592256,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634121993930018816/pu/img/oXiFt3sDADLEbInl.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1634121993930018816/pu/vid/480x854/ZTDP5NdWoUkeXjkA.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1634121993930018816/pu/vid/320x570/vf7hClm-f3h95F61.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1634121993930018816/pu/vid/606x1080/wvcwv9SKhtBdSJkc.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1634121993930018816/pu/pl/MTad8sTu2oFQ4mtR.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=13.686, views=64332, altText=None)]"
30,2023-03-09 11:10:39+00:00,1633787375058059265,taktauuuu ler fifa https://t.co/RnuUq6oWQ8,Hanya ingin menjadi seorang manusia yang lebih baik daripada sebelumnya,https://twitter.com/aimansalim_/status/1633787375058059265,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1633787196133232640/pu/img/APk4_wNfI_cM0wDb.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1633787196133232640/pu/vid/480x854/-st-ceyRadDljGbs.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1633787196133232640/pu/vid/320x570/WQRr4OTJZh_GId6F.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1633787196133232640/pu/pl/cUrehjVfG9A86_47.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1633787196133232640/pu/vid/606x1080/242q_tjJ8IZzyiby.mp4?tag=12', contentType='video/mp4', bitrate=2176000)], duration=21.1, views=74783, altText=None)]"
